Id,source,title,article,page_rank,timestamp,text,n_tokens,title_len,article_len,title_ratio
49,Bloomberg,Dow Jones Agrees to Buy MarketWatch to Triple Online Readership,"Dow Jones &amp; Co., publisher of the Wall Street Journal, agreed to purchase MarketWatch Inc. for about $519 million to triple its readership on the Internet and boost advertising sales.",5,0000-00-00 00:00:00,"dow jones agrees to buy marketwatch to triple online readership dow jones &amp; co., publisher of the wall street journal, agreed to purchase marketwatch inc. for about $519 million to triple its readership on the internet and boost advertising sales.",30,63,187,0.3351063829787234
50,CNN,Starbucks sales slowest in 15 months,Starbucks Corp. Wednesday posted its smallest monthly same-store sales increase since May of last year as a string of hurricanes slowed traffic into the coffee shop chain.,5,2004-10-07 20:49:38,starbucks sales slowest in 15 months starbucks corp. wednesday posted its smallest monthly same-store sales increase since may of last year as a string of hurricanes slowed traffic into the coffee shop chain.,27,36,171,0.20930232558139536
51,BBC,Waits for hearing aids 'too long',"Some people in England are facing waits of nearly two-and-a-half years for a hearing aid, the RNID says.",5,2007-12-30 04:51:39,"waits for hearing aids 'too long' some people in england are facing waits of nearly two-and-a-half years for a hearing aid, the rnid says.",18,33,104,0.3142857142857143
52,Reuters,"Istanbul device explodes, injuring two: TV","ISTANBUL (Reuters) - Two people were lightly injured when a small device exploded in Turkey's largest city Istanbul on Tuesday, CNN Turk television said, quoting Dogan News Agency.",5,2007-12-25 21:51:19,"istanbul device explodes, injuring two: tv istanbul (reuters) - two people were lightly injured when a small device exploded in turkey's largest city istanbul on tuesday, cnn turk television said, quoting dogan news agency.",28,42,180,0.23204419889502761
53,Yahoo,"England rugby hopeful Cipriani on a steep learning curve \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080122/wl_uk_afp/rugbyueng6nations""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080122/capt.sge.akg97.220108043711.photo00.photo.default-337x512.jpg?x=85&y=130&q=85&sig=hKuSPu6mQmIUTGV.eJ.F2Q--"" align=""left"" height=""130"" width=""85"" alt=""England hopeful Danny Cipriani, pictured here in August 2007, admits he is on a steep learning curve as he tries to oust Jonny Wilkinson from the number ten jersey for the Six Nations opener against Wales on February 2.(AFP/File/Bertrand Langlois)"" border=""0"" /></a>AFP - England hopeful Danny Cipriani admits he is on a steep learning curve as he tries to oust Jonny Wilkinson from the number ten jersey for the Six Nations opener against Wales on February 2.</p><br clear=""all""/>",5,2008-01-22 08:21:19,"england rugby hopeful cipriani on a steep learning curve \
    (afp)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080122/wl_uk_afp/rugbyueng6nations""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080122/capt.sge.akg97.220108043711.photo00.photo.default-337x512.jpg?x=85&y=130&q=85&sig=hkuspu6mqmiutgv.ej.f2q--"" align=""left"" height=""130"" width=""85"" alt=""england hopeful danny cipriani, pictured here in august 2007, admits he is on a steep learning curve as he tries to oust jonny wilkinson from the number ten jersey for the six nations opener against wales on february 2.(afp/file/bertrand langlois)"" border=""0"" /></a>afp - england hopeful danny cipriani admits he is on a steep learning curve as he tries to oust jonny wilkinson from the number ten jersey for the six nations opener against wales on february 2.</p><br clear=""all""/>",84,70,809,0.08641975308641975
54,ABC,SC Assistants Asked to Stay on Staff,"South Carolina&#39;s new football coach Steve Spurrier gestures during a news conference Tuesday, Nov. 23, 2004, at Williams-Brice Stadium in Columbia, SC (AP Photo/Mary Ann Chastain).",5,2004-11-25 00:26:18,"sc assistants asked to stay on staff south carolina&#39;s new football coach steve spurrier gestures during a news conference tuesday, nov. 23, 2004, at williams-brice stadium in columbia, sc (ap photo/mary ann chastain).",26,36,184,0.1945945945945946
55,BBC,Mississippi murder trial date set,A segregationist preacher accused of the notorious 1964 murders of three US civil rights workers will go on trial in March.,5,2005-01-12 23:40:14,mississippi murder trial date set a segregationist preacher accused of the notorious 1964 murders of three us civil rights workers will go on trial in march.,21,33,123,0.2661290322580645
56,CNN,Navigating the holiday dessert table,\N,5,2004-12-14 22:30:50,navigating the holiday dessert table \n,1,36,2,12.0
57,Washington," Job Growth Slows, Unemployment Rate Dips "," WASHINGTON -- Employers added just 51,000 jobs in September, the fewest in almost a year, while the unemployment rate dropped down to 4.6 percent _ offering a mixed picture of the nation's jobs climate. ",5,2006-10-06 17:43:23," job growth slows, unemployment rate dips   washington -- employers added just 51,000 jobs in september, the fewest in almost a year, while the unemployment rate dropped down to 4.6 percent _ offering a mixed picture of the nation's jobs climate. ",34,42,204,0.2048780487804878
58,Reuters,Clint Eastwood's Iwo Jima film resonates in Japan,"TOKYO (Reuters) - Hiromasa Murakami went to see Clint Eastwood's ""Letters from Iwo Jima"" to find out if an American could tell the Japanese side of a battle that became a symbol of U.S. patriotism, but for Japan was a bitter memory of defeat.",5,2006-12-09 23:26:09,"clint eastwood's iwo jima film resonates in japan tokyo (reuters) - hiromasa murakami went to see clint eastwood's ""letters from iwo jima"" to find out if an american could tell the japanese side of a battle that became a symbol of u.s. patriotism, but for japan was a bitter memory of defeat.",44,49,242,0.20164609053497942
59,Daily,Laptops â threat to male fertility,"Traditionally drug use, alcohol, smoking and obesity have been credited with lowering male sperm counts and increasing the risk of infertility.",5,2004-12-11 00:55:09,"laptops â threat to male fertility traditionally drug use, alcohol, smoking and obesity have been credited with lowering male sperm counts and increasing the risk of infertility.",21,36,143,0.25
60,BBC,Italian left demands work reform,Tens of thousands of people from across Italy march in Rome to demand work and pension reforms.,5,2007-10-20 20:33:33,italian left demands work reform tens of thousands of people from across italy march in rome to demand work and pension reforms.,17,32,95,0.3333333333333333
61,Yahoo,"18 years on, Berlin tries to save crumbling remains of Wall \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20071108/ts_afp/germanyhistorycommunismwall""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20071108/capt.sge.sge56.081107065543.photo00.photo.default-512x341.jpg?x=130&y=86&sig=zMoTaTGAyf9xYGtlxCU3Xw--"" align=""left"" height=""86"" width=""130"" alt=""View of the so-called East Side Gallery, a 1,3 km-long portion of the Berlin wall, in December 2004. This particular stretch of the wall was taken over by artists who decorated the yet untouchable eastern side with artwork and political statements after the wall was taken down in 1989-1990.(AFP/File/John Macdougall)"" border=""0"" /></a>AFP - Eighteen years after the Berlin Wall fell on November 9, 1989, Germans are battling to preserve the last remnants of a barrier that still haunts the country.</p><br clear=""all""/>",5,2007-11-08 12:21:44,"18 years on, berlin tries to save crumbling remains of wall \
    (afp)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20071108/ts_afp/germanyhistorycommunismwall""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20071108/capt.sge.sge56.081107065543.photo00.photo.default-512x341.jpg?x=130&y=86&sig=zmotatgayf9xygtlxcu3xw--"" align=""left"" height=""86"" width=""130"" alt=""view of the so-called east side gallery, a 1,3 km-long portion of the berlin wall, in december 2004. this particular stretch of the wall was taken over by artists who decorated the yet untouchable eastern side with artwork and political statements after the wall was taken down in 1989-1990.(afp/file/john macdougall)"" border=""0"" /></a>afp - eighteen years after the berlin wall fell on november 9, 1989, germans are battling to preserve the last remnants of a barrier that still haunts the country.</p><br clear=""all""/>",87,73,850,0.08578143360752057
62,Canada.com,Discovery of potential stem cells could help those suffering from <b>...</b>,"TORONTO (CP) - A group of Canadian researchers has made a discovery of potential stem cells in the pancreas, a finding that could not only one day lead to new treatments for diabetes but also change the way scientists understand the way cells develop.",5,0000-00-00 00:00:00,"discovery of potential stem cells could help those suffering from <b>...</b> toronto (cp) - a group of canadian researchers has made a discovery of potential stem cells in the pancreas, a finding that could not only one day lead to new treatments for diabetes but also change the way scientists understand the way cells develop.",44,76,251,0.30158730158730157
63,New,A.P. Says It Wants to Know Everything About Britney Spears,"As the wire service boosts its entertainment news coverage, its L.A. bureau chief declares everything involving Britney Spears is âa big deal.â",5,2008-01-14 08:01:18,"a.p. says it wants to know everything about britney spears as the wire service boosts its entertainment news coverage, its l.a. bureau chief declares everything involving britney spears is âa big deal.â",22,58,147,0.3918918918918919
64,Washington,IAAF to Consider Investigating Sprinter Jones,"Responding to new allegations of drug use by sprint star Marion Jones, the world governing body of track and field (IAAF) will consider today whether to conduct a formal investigation of Jones, an IAAF official said yesterday.",5,0000-00-00 00:00:00,"iaaf to consider investigating sprinter jones responding to new allegations of drug use by sprint star marion jones, the world governing body of track and field (iaaf) will consider today whether to conduct a formal investigation of jones, an iaaf official said yesterday.",37,45,226,0.19823788546255505
65,CNET,Acquired: Facebook snatches up Parakey,"Blog: Facebook acquired Parakey, a web OS startup created by Firefox's co-founders.",3,2007-07-20 17:46:01,"acquired: facebook snatches up parakey blog: facebook acquired parakey, a web os startup created by firefox's co-founders.",12,38,83,0.4523809523809524
66,Pravda,British MPs accepted Mr Blunkettâs resignation with regret,British Home Secretary David Blunkett resigned tonight after an e-mail emerged showing that a visa application for his ex-lover&#39;s nanny had been fast-tracked by his office.,5,2004-12-16 01:37:18,british mps accepted mr blunkettâs resignation with regret british home secretary david blunkett resigned tonight after an e-mail emerged showing that a visa application for his ex-lover&#39;s nanny had been fast-tracked by his office.,26,60,176,0.3389830508474576
67,Reuters,NY fireman still haunted by 9/11, NEW YORK (Reuters) - The faces of people trapped behind   windows high up in the World Trade Center just before it   collapsed five years ago still haunt Michael Puzziferri but the   image has only stiffened his resolve as a New York firefighter.,5,2006-09-05 21:47:29,ny fireman still haunted by 9/11  new york (reuters) - the faces of people trapped behind   windows high up in the world trade center just before it   collapsed five years ago still haunt michael puzziferri but the   image has only stiffened his resolve as a new york firefighter.,42,32,247,0.12903225806451613
