Id,source,title,article,page_rank,timestamp,label,text,n_tokens,title_len,article_len,title_ratio,y_true,y_pred,fold
1192,BBC,Prison inmates to walk free early,"More than 1,000 prisoners are to be freed later ahead of schedule as part of a move to ease prison overcrowding.",5,2007-06-29 02:50:49,5,"prison inmates to walk free early more than 1,000 prisoners are to be freed later ahead of schedule as part of a move to ease prison overcrowding.",21,33,112,0.2920353982300885,5,0,1
1205,USA,Charleston tourism brisk after busy hurricane season,"The busiest hurricane season in years chased tourists from the South Carolina coast last summer. But in recent weeks, as hurricane season passes, tourists are again returning.",5,0000-00-00 00:00:00,1,"charleston tourism brisk after busy hurricane season the busiest hurricane season in years chased tourists from the south carolina coast last summer. but in recent weeks, as hurricane season passes, tourists are again returning.",27,52,175,0.29545454545454547,1,5,1
1222,New,Cardinals Are Down and Seek Lift From Fans,"The fans of the St. Louis Cardinals are considered the best in baseball, or at least the most polite and supportive. They embrace their team with the fervor of a college ",5,0000-00-00 00:00:00,3,"cardinals are down and seek lift from fans the fans of the st. louis cardinals are considered the best in baseball, or at least the most polite and supportive. they embrace their team with the fervor of a college ",31,42,170,0.24561403508771928,3,4,1
1255,Advertiser,&#39;Morgan wants `four pillars&#39; on reform agenda,"THE Federal Government&#39;s control of both houses of parliament created a rare opportunity to overhaul the four pillars banking policy, Westpac chief executive David Morgan said yesterday.",5,0000-00-00 00:00:00,0,"&#39;morgan wants `four pillars&#39; on reform agenda the federal government&#39;s control of both houses of parliament created a rare opportunity to overhaul the four pillars banking policy, westpac chief executive david morgan said yesterday.",27,53,190,0.2774869109947644,0,1,1
1282,Channel,"10 killed in Fallujah blast, Iraq retracts Ibrahim arrest claim","FALLUJAH, Iraq : Seven US marines and three Iraqi national guards were killed in the deadliest anti-coalition attack in months, as Iraqi officials sheepishly retracted claims Saddam&#39;s deputy had been captured.",5,2004-09-07 02:59:25,5,"10 killed in fallujah blast, iraq retracts ibrahim arrest claim fallujah, iraq : seven us marines and three iraqi national guards were killed in the deadliest anti-coalition attack in months, as iraqi officials sheepishly retracted claims saddam&#39;s deputy had been captured.",31,63,213,0.29439252336448596,5,3,1
1284,Yahoo,Ciber bullish on European IT (TheDeal.com),TheDeal.com - The technology integration company will buy Novasoft for &#36;79.5 million in cash and stock.,5,0000-00-00 00:00:00,0,ciber bullish on european it (thedeal.com) thedeal.com - the technology integration company will buy novasoft for &#36;79.5 million in cash and stock.,16,42,107,0.3888888888888889,0,2,1
1288,Radio,Group Says It Is Holding 10 New Hostages In Iraq,"30 September 2004 -- Al Jazeera television quotes an Iraqi militant group as saying that it had kidnapped 10 people, including two Indonesian women, who work for an electronics firm.",5,0000-00-00 00:00:00,5,"group says it is holding 10 new hostages in iraq 30 september 2004 -- al jazeera television quotes an iraqi militant group as saying that it had kidnapped 10 people, including two indonesian women, who work for an electronics firm.",30,48,182,0.26229508196721313,5,3,1
1297,BBC,Electrolux issues profit warning,Shares of Electrolux tumble after the world's largest maker of consumer electronics says that profit in the second half will be less than forecast.,5,0000-00-00 00:00:00,0,electrolux issues profit warning shares of electrolux tumble after the world's largest maker of consumer electronics says that profit in the second half will be less than forecast.,24,32,147,0.21621621621621623,0,1,1
1303,BBC,New attack kills Colombia troops,"Colombia's leftist Farc rebels kill eight soldiers in their second deadly attack in two days, the army says.",5,2005-02-03 03:32:19,5,"new attack kills colombia troops colombia's leftist farc rebels kill eight soldiers in their second deadly attack in two days, the army says.",18,32,108,0.29357798165137616,5,0,1
1315,CBC,"FDA recommends restrictions on use of Celebrex, Bextra","WASHINGTON - Doctors are advised to limit their use of anti-inflammatory drugs linked to a higher risk of heart attack and stroke, US regulators said Thursday.",5,2004-12-24 01:35:58,3,"fda recommends restrictions on use of celebrex, bextra washington - doctors are advised to limit their use of anti-inflammatory drugs linked to a higher risk of heart attack and stroke, us regulators said thursday.",26,54,159,0.3375,3,6,1
1349,New,H.P. Spied on Writers in Leaks,"The targets included nine journalists who have covered Hewlett-Packard, including one from The Times.",5,2006-09-08 08:18:22,0,"h.p. spied on writers in leaks the targets included nine journalists who have covered hewlett-packard, including one from the times.",14,30,101,0.29411764705882354,0,2,1
1355,BBC,Second French bank suspect freed,A second man being questioned after huge losses at French bank Societe Generale is freed without charge.,5,2008-02-09 18:26:26,1,second french bank suspect freed a second man being questioned after huge losses at french bank societe generale is freed without charge.,17,32,104,0.3047619047619048,1,5,1
1381,ComputerWorld,Ellison: Oracle considered lowering PeopleSoft bid,"OCTOBER 08, 2004 (REUTERS) - Oracle Corp. CEO Larry Ellison said today that his company has talked about revising its current $21-per-share offer to buy rival PeopleSoft Inc.",5,2004-10-09 05:06:33,3,"ellison: oracle considered lowering peoplesoft bid october 08, 2004 (reuters) - oracle corp. ceo larry ellison said today that his company has talked about revising its current $21-per-share offer to buy rival peoplesoft inc.",28,50,174,0.2857142857142857,3,1,1
1390,BBC,Curtains for Changing Rooms,Popular make-over show Changing Rooms is being brought to an end after eight years on television.,5,0000-00-00 00:00:00,3,curtains for changing rooms popular make-over show changing rooms is being brought to an end after eight years on television.,16,27,97,0.2755102040816326,3,5,1
1395,Reuters,"Raul Castro called ""guardian"" of Cuban revolution","HAVANA (Reuters) - Acting president Raul Castro is the ""guardian"" of Cuba's communist government in the absence of his brother Fidel Castro and in the face of U.S. threats, a hard-line member of the Cuban leadership said on Thursday.",5,2006-11-30 18:55:44,0,"raul castro called ""guardian"" of cuban revolution havana (reuters) - acting president raul castro is the ""guardian"" of cuba's communist government in the absence of his brother fidel castro and in the face of u.s. threats, a hard-line member of the cuban leadership said on thursday.",39,49,233,0.2094017094017094,0,5,1
1431,Business,ATA&#39;s Pain Is AirTran&#39;s Gain,"OCTOBER 27, 2004 -- AirTran Airways yesterday announced a deal to acquire assets at Chicago Midway, New York LaGuardia and Reagan Washington National airports from ATA Holdings Corp.",5,2004-10-27 17:29:52,3,"ata&#39;s pain is airtran&#39;s gain october 27, 2004 -- airtran airways yesterday announced a deal to acquire assets at chicago midway, new york laguardia and reagan washington national airports from ata holdings corp.",28,36,182,0.19672131147540983,3,1,1
1456,BBC,Woman officer injured in shooting,A woman police officer is shot while investigating a report of a suspected robbery in Lancashire.,5,2007-12-31 15:01:50,0,woman officer injured in shooting a woman police officer is shot while investigating a report of a suspected robbery in lancashire.,16,33,97,0.336734693877551,0,5,1
1460,BBC,Woman died after ambulance error,"A pensioner died weeks after being left at the wrong home by an ambulance crew, an inquest hears.",5,0000-00-00 00:00:00,0,"woman died after ambulance error a pensioner died weeks after being left at the wrong home by an ambulance crew, an inquest hears.",18,32,97,0.32653061224489793,0,5,1
1486,New,A Big Maker of Flu Shots Finds Some Contaminated,"he Chiron Corporation, a major manufacturer of influenza vaccine, said yesterday that it had detected a contamination problem in its new supply and was delaying release of nearly 50 million ",5,0000-00-00 00:00:00,3,"a big maker of flu shots finds some contaminated he chiron corporation, a major manufacturer of influenza vaccine, said yesterday that it had detected a contamination problem in its new supply and was delaying release of nearly 50 million ",30,48,190,0.2513089005235602,3,6,1
1493,Halifax,Audit Finds No Fraud In Venezuelan Election,"The referendum on Aug. 15, 2004 rejected the petition to revoke the mandate of President Hugo Chavez. The observation of The Carter Center mission confirms the results announced by the National Election Council ",5,0000-00-00 00:00:00,1,"audit finds no fraud in venezuelan election the referendum on aug. 15, 2004 rejected the petition to revoke the mandate of president hugo chavez. the observation of the carter center mission confirms the results announced by the national election council ",33,43,211,0.2028301886792453,1,3,1
1517,RosBusinessConsulting,Ukrainian parliament head urges opponents to start talks,"RBC, 25.11.2004, Kiev 18:36:20.Ukrainian Supreme Rada Chairman Vladimir Litvin believes that opposition leader Viktor Yushchenko and Prime Minister Viktor Yanukovich, who was declared the winner of the presidential race, should start negotiations &quot;without ",5,2004-11-25 18:41:14,5,"ukrainian parliament head urges opponents to start talks rbc, 25.11.2004, kiev 18:36:20.ukrainian supreme rada chairman vladimir litvin believes that opposition leader viktor yushchenko and prime minister viktor yanukovich, who was declared the winner of the presidential race, should start negotiations &quot;without ",33,56,261,0.21374045801526717,5,3,1
